model,regime,criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
internvl3,lora,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,lora,Reinforcement Learning,9,9,1.0,0.9538461538461539,0.8235294117647058,0.5714285714285714,0.1111111111111111,0.23570226039551584,0.1111111111111111,0.9640541410352403,0.7144345083117604,0.7777777777777778,1.0,0.04444444444444443,0.09428090415820631,0.0
internvl3,lora,"Example, Overall Clarity & Structure",9,9,1.0,0.10526315789473673,-0.06451612903225801,-0.20000000000000018,0.6111111111111112,0.6871842709362768,0.2777777777777778,0.1276884796138123,0.13578136164839208,0.1111111111111111,1.0,0.24444444444444446,0.27487370837451075,0.0
internvl3,lora,Defintion of climate and weather,6,6,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Name of the climate variables,6,6,1.0,0.17582417582417575,0.1428571428571428,0.2500000000000001,0.3333333333333333,0.7216878364870323,0.25,0.6324555320336759,0.632455532033676,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.36084391824351614,0.0
internvl3,lora,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
internvl3,lora,Understanding of Concept,10,10,1.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.6324555320336759,0.4,0.33333333333333337,0.3333333333333333,0.6,1.0,0.1,0.15811388300841897,0.0
internvl3,lora,Step-by-Step Procedure,10,10,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3,0.5477225575051661,-0.3,0.40824829046386313,0.40824829046386296,0.7,1.0,0.075,0.13693063937629152,0.0
internvl3,lora,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
internvl3,lora,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
internvl3,lora,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
internvl3,lora,Necessity of Histogram Equalization,4,4,1.0,0.5,0.5,0.5,0.25,0.5,-0.25,0.5773502691896256,0.5773502691896257,0.75,1.0,0.0625,0.125,0.0
internvl3,lora,Concept of Histogram Matching,4,4,1.0,0.4285714285714286,0.33333333333333337,0.2727272727272727,0.5,0.7071067811865476,0.0,0.5222329678670934,0.5443310539518174,0.5,1.0,0.125,0.1767766952966369,0.0
internvl3,lora,Necessity of Histogram Matching,4,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Understanding of schema and instance (2),6,6,1.0,-0.2857142857142856,-0.2857142857142856,-0.2857142857142856,0.5,0.7071067811865476,-0.16666666666666666,-0.31622776601683794,-0.316227766016838,0.5,1.0,0.25,0.3535533905932738,0.0
internvl3,lora,Explanation of different types of keys with examples (4),6,6,1.0,0.18181818181818177,0.0,-0.125,0.5,0.7071067811865476,-0.5,0.3162277660168378,0.316227766016838,0.5,1.0,0.125,0.1767766952966369,0.0
internvl3,lora,Correct identification of keys in given relation (2),6,6,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.5773502691896257,0.3333333333333333,0.7938841860374446,0.7302967433402215,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
internvl3,lora,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
internvl3,lora,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
internvl3,lora,Definition of Method Overriding,5,5,1.0,0.19753086419753085,0.08602150537634412,0.0,1.7,1.8027756377319946,1.7,1.0,1.0,0.0,0.2,0.425,0.45069390943299864,0.0
internvl3,lora,Comparision,5,5,1.0,0.0,0.0,-0.11111111111111094,2.6,3.1304951684997055,-2.2,2.7755575615628914e-17,-0.3952847075210474,0.2,0.4,0.65,0.7826237921249264,0.0
internvl3,lora,Example / Application,13,13,1.0,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6153846153846154,1.5689290811054724,0.0,0.6388888888888888,0.6388888888888887,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.3922322702763681,0.0
internvl3,lora,Definition of Data Mining,8,8,1.0,0.7,0.5555555555555556,0.4,0.5,0.8660254037844386,-0.25,0.7378647873726218,0.6620374995373379,0.625,0.875,0.125,0.21650635094610965,0.0
internvl3,lora,KDD Process Steps,8,8,1.0,0.9318181818181819,0.7931034482758621,0.5,0.375,0.6123724356957945,0.125,0.9344767269690312,0.9207368843792509,0.625,1.0,0.09375,0.15309310892394862,0.0
internvl3,lora,Importance of Data Mining Marks=(4),8,8,1.0,0.539568345323741,0.37254901960784315,0.16666666666666663,1.0,1.4142135623730951,0.5,0.5860627098770302,0.4415956834462115,0.375,0.75,0.25,0.3535533905932738,0.0
internvl3,lora,Understanding of normalization and related problems(3),10,10,1.0,0.6666666666666667,0.4285714285714286,0.14634146341463428,0.4,0.5,-0.2,0.7099522928088309,0.6928203230275509,0.3,1.0,0.13333333333333336,0.16666666666666669,0.0
internvl3,lora,Explanation of normal forms(3),10,10,1.0,0.8837209302325582,0.7701149425287357,0.5833333333333334,0.2,0.3872983346207417,-0.2,0.9122627695218835,0.939558475736517,0.7,1.0,0.06666666666666667,0.12909944487358058,0.0
internvl3,lora,Use of example(2),10,10,1.0,0.6585365853658536,0.5,0.32432432432432434,0.4,0.5916079783099616,-0.2,0.7104771154767192,0.7118144852802065,0.5,1.0,0.2,0.2958039891549808,0.0
internvl3,lora,Clear and organized writing(2),10,10,1.0,0.5841584158415842,0.47058823529411764,0.3548387096774194,0.1799999952316284,0.2898275299880556,-0.07999999523162842,0.6541035995852102,0.6918984060216639,0.6,1.0,0.0899999976158142,0.1449137649940278,0.0
internvl3,lora,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,lora,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
internvl3,lora,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
internvl3,lora,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
internvl3,lora,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Enables comparison between models and overfitting issues,2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,lora,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.6341463414634146,0.4155844155844155,0.1964285714285715,0.5555555555555556,0.7453559924999299,-0.5555555555555556,0.8000946913656626,0.7944613465542746,0.4444444444444444,1.0,0.1388888888888889,0.18633899812498247,0.0
internvl3,lora,Technical Accuracy (2 Marks),9,9,1.0,0.4545454545454545,0.3571428571428571,0.2499999999999999,0.6666666666666666,0.9428090415820634,-0.4444444444444444,0.5330017908890261,0.5367450401216932,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.4714045207910317,0.0
internvl3,lora,Examples/Protocols(1 Mark),9,9,1.0,0.3076923076923077,0.3076923076923076,0.3076923076923076,0.3333333333333333,0.5773502691896257,-0.1111111111111111,0.316227766016838,0.31622776601683794,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
internvl3,lora,Clarity & Organization (1 Mark),9,9,1.0,0.3076923076923077,0.3076923076923076,0.3076923076923076,0.3333333333333333,0.5773502691896257,0.1111111111111111,0.3162277660168379,0.31622776601683794,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
internvl3,zero_shot,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,zero_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,zero_shot,Reinforcement Learning,9,9,1.0,0.6462882096069869,0.33684210526315794,0.05263157894736836,0.3888888888888889,0.5,-0.16666666666666666,0.9540646527893839,0.6123724356957946,0.3333333333333333,1.0,0.15555555555555553,0.19999999999999998,0.0
internvl3,zero_shot,"Example, Overall Clarity & Structure",9,9,1.0,0.22413793103448265,0.09999999999999998,-0.016129032258064502,0.4444444444444444,0.5270462766947299,0.2222222222222222,0.47918635750341576,0.4938784559013885,0.2222222222222222,1.0,0.17777777777777778,0.21081851067789198,0.0
internvl3,zero_shot,Defintion of climate and weather,6,6,1.0,0.0,0.0,0.0,0.5833333333333334,0.6123724356957945,-0.5833333333333334,,,0.0,1.0,0.2916666666666667,0.30618621784789724,0.0
internvl3,zero_shot,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.7637626158259734,-0.16666666666666666,,,0.0,0.8333333333333334,0.3333333333333333,0.3818813079129867,0.0
internvl3,zero_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,-0.15384615384615374,-0.125,-0.09090909090909083,0.375,0.39528470752104744,-0.2916666666666667,-0.44721359549995815,-0.447213595499958,0.0,1.0,0.1875,0.19764235376052372,0.0
internvl3,zero_shot,Understanding of Concept,10,10,1.0,0.18181818181818177,0.125,0.07692307692307687,0.7,0.9486832980505138,-0.7,0.33333333333333337,0.3187276291558383,0.4,0.9,0.175,0.23717082451262844,0.0
internvl3,zero_shot,Step-by-Step Procedure,10,10,1.0,0.1747572815533981,0.0,-0.1428571428571428,1.1,1.3038404810405297,-1.1,0.47043753614038514,0.4629100498862757,0.2,0.7,0.275,0.32596012026013244,0.0
internvl3,zero_shot,Accuracy of Final Answer,10,10,1.0,0.2857142857142857,0.19999999999999996,0.125,0.8,1.0,0.8,0.5270462766947299,0.5270462766947299,0.3,0.9,0.2,0.25,0.0
internvl3,zero_shot,Clarity & Presentation,10,10,1.0,-0.18181818181818188,-0.125,-0.07692307692307687,0.9,1.140175425099138,-0.7,-0.33333333333333337,-0.3187276291558383,0.3,0.8,0.225,0.2850438562747845,0.0
internvl3,zero_shot,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
internvl3,zero_shot,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
internvl3,zero_shot,Concept of Histogram Matching,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
internvl3,zero_shot,Necessity of Histogram Matching,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
internvl3,zero_shot,Understanding of schema and instance (2),6,6,1.0,0.1428571428571428,0.09999999999999987,0.0625,0.5,0.5773502691896257,0.3333333333333333,0.24999999999999994,0.25000000000000006,0.16666666666666666,1.0,0.25,0.28867513459481287,0.0
internvl3,zero_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666666,0.408248290463863,-0.16666666666666666,0.6324555320336759,0.632455532033676,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
internvl3,zero_shot,Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
internvl3,zero_shot,Clear and organized writing (2),6,6,1.0,-0.15384615384615397,-0.125,-0.09090909090909105,0.5,0.6454972243679028,0.0,-0.15811388300841897,-0.11180339887498951,0.3333333333333333,1.0,0.25,0.3227486121839514,0.0
internvl3,zero_shot,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
internvl3,zero_shot,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
internvl3,zero_shot,Comparision,5,5,1.0,0.0,0.0,0.0,1.2,1.5491933384829668,0.0,,,0.2,0.8,0.3,0.3872983346207417,0.0
internvl3,zero_shot,Example / Application,13,13,1.0,0.5687203791469194,0.36585365853658536,0.08450704225352113,1.2307692307692308,1.4675987714106855,0.6153846153846154,0.7001400420140047,0.8618916073713346,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.3668996928526714,0.0
internvl3,zero_shot,Definition of Data Mining,8,8,1.0,0.8666666666666667,0.7333333333333334,0.5789473684210527,0.25,0.5,0.0,0.8666666666666665,0.6499999999999999,0.75,1.0,0.0625,0.125,0.0
internvl3,zero_shot,KDD Process Steps,8,8,1.0,0.808,0.5384615384615384,0.09433962264150941,0.75,0.8660254037844386,-0.25,0.9060938341128382,0.9144087208387989,0.25,1.0,0.1875,0.21650635094610965,0.0
internvl3,zero_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.1910112359550562,0.13043478260869568,0.12727272727272732,1.25,1.5,0.75,0.2682242289443305,0.3441236008058427,0.25,0.5,0.3125,0.375,0.0
internvl3,zero_shot,Understanding of normalization and related problems(3),10,10,1.0,0.1839080459770115,0.03100775193798455,-0.0869565217391306,1.25,1.3322912594474228,-1.25,0.6859943405700353,0.7095748751868992,0.0,0.6,0.4166666666666667,0.4440970864824743,0.0
internvl3,zero_shot,Explanation of normal forms(3),10,10,1.0,0.5312310491206793,0.22115384615384615,-0.17647058823529416,0.8099999999999999,0.8792041856133307,-0.61,0.686718637516936,0.843104631890299,0.0,0.9,0.27,0.2930680618711102,0.0
internvl3,zero_shot,Use of example(2),10,10,1.0,0.4268774703557312,0.21052631578947367,0.04761904761904767,0.75,0.85146931829632,-0.55,0.5868871866114016,0.7006921796174755,0.2,1.0,0.375,0.42573465914816,0.0
internvl3,zero_shot,Clear and organized writing(2),10,10,1.0,-0.18884120171673824,0.044117647058823484,0.25,0.5200000047683716,0.7443117639184194,0.5200000047683716,-0.48780609666717417,-0.46126560401444255,0.4,0.9,0.2600000023841858,0.3721558819592097,0.0
internvl3,zero_shot,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,zero_shot,Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
internvl3,zero_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
internvl3,zero_shot,Boundary & Centroid Conditions,3,3,1.0,-0.36363636363636376,-0.28571428571428603,-0.20000000000000018,0.5,0.6454972243679028,-0.16666666666666666,-0.5,-0.5000000000000001,0.3333333333333333,1.0,0.20000000000000004,0.25819888974716115,0.0
internvl3,zero_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
internvl3,zero_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
internvl3,zero_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
internvl3,zero_shot,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,1.0,1.118033988749895,1.0,,,0.0,0.5,0.3333333333333333,0.37267799624996495,0.0
internvl3,zero_shot,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,zero_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.4444444444444444,0.2857142857142857,0.16666666666666663,0.5555555555555556,0.7453559924999299,-0.3333333333333333,0.5773502691896257,0.6030226891555273,0.4444444444444444,1.0,0.1388888888888889,0.18633899812498247,0.0
internvl3,zero_shot,Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
internvl3,zero_shot,Examples/Protocols(1 Mark),9,9,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.5,0.5,0.0
internvl3,zero_shot,Clarity & Organization (1 Mark),9,9,1.0,0.030674846625766916,0.019607843137254943,0.0,0.5555555555555556,0.5925462944877059,0.36666666666666664,0.15811388300841883,-0.05,0.0,1.0,0.5555555555555556,0.5925462944877059,0.0
pixtral,few_shot,Supervised Learning,9,9,1.0,-0.08000000000000007,-2.220446049250313e-16,0.05263157894736836,0.3888888888888889,0.5,-0.3888888888888889,-0.2500000000000001,-0.25,0.3333333333333333,1.0,0.15555555555555553,0.19999999999999998,0.0
pixtral,few_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
pixtral,few_shot,Reinforcement Learning,9,9,1.0,0.6961038961038961,0.4087591240875913,0.07352941176470584,0.5,0.6009252125773316,-0.5,0.9073960389672098,0.530722777603022,0.2222222222222222,1.0,0.19999999999999998,0.24037008503093263,0.0
pixtral,few_shot,"Example, Overall Clarity & Structure",9,9,1.0,-0.03539823008849541,-0.051948051948051965,-0.06779661016949157,0.5,0.6009252125773316,0.05555555555555555,-0.046625240412015684,-0.044622308798154715,0.2222222222222222,1.0,0.20000000000000004,0.24037008503093266,0.0
pixtral,few_shot,Defintion of climate and weather,6,6,1.0,0.0,0.0,0.0,0.375,0.39528470752104744,-0.375,,,0.0,1.0,0.1875,0.19764235376052372,0.0
pixtral,few_shot,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.7637626158259734,-0.16666666666666666,,,0.0,0.8333333333333334,0.3333333333333333,0.3818813079129867,0.0
pixtral,few_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.25,0.25,-0.16666666666666666,,,0.0,1.0,0.125,0.125,0.0
pixtral,few_shot,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
pixtral,few_shot,Step-by-Step Procedure,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.4,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,few_shot,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,few_shot,Clarity & Presentation,10,10,1.0,0.2857142857142857,0.16666666666666663,0.03846153846153855,0.4,0.5916079783099616,-0.3,0.5833333333333334,0.547813112611597,0.5,1.0,0.1,0.1479019945774904,0.0
pixtral,few_shot,Concept of Histogram Equalization,4,4,1.0,0.0714285714285714,0.0,0.0,1.0,1.2747548783981961,1.0,0.30151134457776363,0.23570226039551587,0.25,0.5,0.25,0.31868871959954903,0.0
pixtral,few_shot,Necessity of Histogram Equalization,4,4,1.0,0.032786885245901676,0.0,0.0,1.875,1.920286436967152,1.875,0.5773502691896258,0.5773502691896257,0.0,0.0,0.46875,0.480071609241788,0.0
pixtral,few_shot,Concept of Histogram Matching,4,4,1.0,-0.04166666666666674,0.0,0.19999999999999996,0.875,1.25,0.875,-0.1740776559556978,-0.2721655269759087,0.5,0.5,0.21875,0.3125,0.0
pixtral,few_shot,Necessity of Histogram Matching,4,4,1.0,0.032786885245901676,0.0,0.0,1.875,1.920286436967152,1.875,0.5773502691896258,0.5773502691896257,0.0,0.0,0.46875,0.480071609241788,0.0
pixtral,few_shot,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,few_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
pixtral,few_shot,Correct identification of keys in given relation (2),6,6,1.0,-0.3783783783783783,-0.10526315789473673,0.1428571428571429,0.5833333333333334,0.8416254115301732,-0.08333333333333333,-0.7592566023652967,-0.7071067811865477,0.5,0.8333333333333334,0.2916666666666667,0.4208127057650866,0.0
pixtral,few_shot,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,few_shot,Definition of Method Overloading,5,5,1.0,0.14141414141414144,0.10256410256410253,0.11764705882352944,1.4,1.8439088914585775,1.4,0.51604684654214,0.5590169943749475,0.4,0.4,0.35,0.4609772228646444,0.0
pixtral,few_shot,Definition of Method Overriding,5,5,1.0,0.03100775193798455,0.017094017094017144,0.0,2.3,2.5,2.3,0.25,0.25,0.0,0.2,0.575,0.625,0.0
pixtral,few_shot,Comparision,5,5,1.0,0.2857142857142857,0.16666666666666663,0.09090909090909094,1.2,1.4142135623730951,-0.4,0.5270462766947296,0.3227486121839514,0.2,0.6,0.3,0.3535533905932738,0.0
pixtral,few_shot,Example / Application,13,13,1.0,0.21168687982359424,0.12868632707774796,0.0,1.9230769230769231,2.0568833780186058,1.3076923076923077,0.6172133998483678,0.6172133998483676,0.0,0.3076923076923077,0.4807692307692308,0.5142208445046514,0.0
pixtral,few_shot,Definition of Data Mining,8,8,1.0,0.7777777777777778,0.6,0.41463414634146345,0.375,0.6123724356957945,-0.375,0.8682431421244591,0.6573757351339165,0.625,1.0,0.09375,0.15309310892394862,0.0
pixtral,few_shot,KDD Process Steps,8,8,1.0,0.5737704918032787,0.34545454545454546,0.05084745762711862,1.125,1.2747548783981961,-0.625,0.7977240352174655,0.8067473868280244,0.125,0.75,0.28125,0.31868871959954903,0.0
pixtral,few_shot,Importance of Data Mining Marks=(4),8,8,1.0,-0.011494252873563315,-0.02127659574468077,0.01754385964912286,1.5,1.6583123951777,1.0,-0.03724194613619293,0.08671099695241201,0.125,0.375,0.375,0.414578098794425,0.0
pixtral,few_shot,Understanding of normalization and related problems(3),10,10,1.0,0.11940298507462688,0.024390243902439046,-0.06382978723404276,1.6,1.7175564037317668,-1.6,0.5063696835418333,0.5103103630798288,0.0,0.4,0.5333333333333333,0.5725188012439223,0.0
pixtral,few_shot,Explanation of normal forms(3),10,10,1.0,0.0,0.0,0.0,1.3,1.51657508881031,-1.3,,,0.1,0.4,0.4333333333333334,0.5055250296034367,0.0
pixtral,few_shot,Use of example(2),10,10,1.0,-0.10389610389610393,-0.0714285714285714,-0.05263157894736836,1.05,1.1291589790636214,-0.65,-0.229290061040605,-0.2993197378787078,0.0,0.6,0.525,0.5645794895318107,0.0
pixtral,few_shot,Clear and organized writing(2),10,10,1.0,0.30519480519480524,0.09523809523809523,-0.06060606060606055,0.3799999952316284,0.46260133200262804,-0.1799999952316284,0.34111750591986845,0.1824662495644124,0.3,1.0,0.1899999976158142,0.23130066600131402,0.0
pixtral,few_shot,Definition of Quantization,3,3,1.0,-2.220446049250313e-16,0.2499999999999999,0.4999999999999999,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
pixtral,few_shot,Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.8660254037844386,-0.8333333333333334,,,0.0,1.0,0.3333333333333333,0.34641016151377546,0.0
pixtral,few_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,0.21052631578947356,0.18181818181818177,0.1428571428571429,0.5,0.6454972243679028,-0.5,0.49999999999999994,0.5000000000000001,0.3333333333333333,1.0,0.19999999999999998,0.2581988897471611,0.0
pixtral,few_shot,Boundary & Centroid Conditions,3,3,1.0,0.7272727272727273,0.5714285714285714,0.3999999999999999,0.16666666666666666,0.28867513459481287,-0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
pixtral,few_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
pixtral,few_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
pixtral,few_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
pixtral,few_shot,Enables comparison between models and overfitting issues,2,2,1.0,,,,1.5,1.5,1.5,,,0.0,0.0,0.5,0.5,0.0
pixtral,few_shot,Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3888888888888889,0.44095855184409843,-0.3888888888888889,,,0.2222222222222222,1.0,0.19444444444444445,0.22047927592204922,0.0
pixtral,few_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.06896551724137923,0.08695652173913038,0.10000000000000009,0.7777777777777778,1.0,-0.5555555555555556,0.14433756729740643,0.15075567228888181,0.3333333333333333,0.8888888888888888,0.19444444444444445,0.25,0.0
